"x","y","z"
-116.62,46.36,904.13
-116.62,46.4,799.78
-116.62,46.44,693.29
-116.62,46.48,583.85
-116.62,46.52,350.92
-116.62,46.56,732.28
-116.62,46.6,717.54
-116.62,46.64,685.19
-116.62,46.68,814.83
-116.62,46.72,917.46
-116.62,46.76,857.22
-116.62,46.8,848.88
-116.62,46.84,865.66
-116.62,46.88,1083.72
-116.62,46.92,1077.04
-116.62,46.96,927.24
-116.62,47,986.94
-116.62,47.04,1036.11
-116.62,47.08,1007.83
-116.62,47.12,1023.5
-116.62,47.16,976.49
-116.62,47.2,840.97
-116.62,47.24,745.52
-116.62,47.28,1011.31
-116.62,47.32,698.4
-116.62,47.36,791.32
-116.62,47.4,957.76
-116.62,47.44,801.05
-116.62,47.48,778.14
-116.62,47.52,824.71
-116.62,47.56,1029.91
-116.62,47.6,1242.39
-116.62,47.64,669.66
-116.62,47.68,807.23
-116.62,47.72,1125.79
-116.62,47.76,1028.53
-116.62,47.8,992.53
-116.62,47.84,1216.34
-116.62,47.88,1166.68
-116.62,47.92,769.36
-116.62,47.96,737.79
-116.62,48,711.55
-116.62,48.04,748.62
-116.62,48.08,758.31
-116.62,48.12,672.72
-116.62,48.16,667.3
-116.62,48.2,1064.97
-116.62,48.24,653.06
-116.62,48.28,739.63
-116.62,48.32,1293.22
-116.62,48.36,1463.75
-116.62,48.4,1360.99
-116.62,48.44,1575.28
-116.62,48.48,1301.08
-116.62,48.52,1200.32
-116.62,48.56,1010.4
-116.62,48.6,1354.83
-116.62,48.64,1326.55
-116.62,48.68,2063.77
-116.62,48.72,1305.7
-116.62,48.76,1735.23
-116.62,48.8,1935
-116.58,44.84,1173.11
-116.58,44.88,1252.61
-116.58,44.92,1494.4
-116.58,44.96,1683.17
-116.58,45,1771.64
-116.58,45.04,1500.88
-116.58,45.08,1906.98
-116.58,45.12,1993.16
-116.58,45.16,2037.62
-116.58,45.2,2395.01
-116.58,45.24,1801.55
-116.58,45.28,2253.01
-116.58,45.32,2024.75
-116.58,45.36,2416.85
-116.58,45.4,1041.99
-116.58,45.44,849.92
-116.58,45.48,1103.59
-116.58,45.52,1247.45
-116.58,45.56,1117.63
-116.58,45.6,1819.84
-116.58,45.64,1651.7
-116.58,45.68,1256.27
-116.58,45.72,1215.22
-116.58,45.76,583.68
-116.58,45.8,897.24
-116.58,45.84,1300.94
-116.58,45.88,1269.21
-116.58,45.92,1464.01
-116.58,45.96,1148.4
-116.58,46,614.19
-116.58,46.04,764.37
-116.58,46.08,1331.15
-116.58,46.12,1345.31
-116.58,46.16,1319.83
-116.58,46.2,1261.46
-116.58,46.24,1198.08
-116.58,46.28,1129.59
-116.58,46.32,803.25
-116.58,46.36,1086.86
-116.58,46.4,906.13
-116.58,46.44,869.6
-116.58,46.48,787.05
-116.58,46.52,393.65
-116.58,46.56,788.31
-116.58,46.6,757.53
-116.58,46.64,591.62
-116.58,46.68,679.91
-116.58,46.72,807.09
-116.58,46.76,853.52
-116.58,46.8,855.84
-116.58,46.84,960.18
-116.58,46.88,1154.13
-116.58,46.92,1326.92
-116.58,46.96,966.08
-116.58,47,1112.61
-116.58,47.04,1268.54
-116.58,47.08,912.12
-116.58,47.12,903.18
-116.58,47.16,1041.53
-116.58,47.2,860.86
-116.58,47.24,1184.61
-116.58,47.28,804.15
-116.58,47.32,653.42
-116.58,47.36,832.97
-116.58,47.4,1189.26
-116.58,47.44,731.54
-116.58,47.48,650.34
-116.58,47.52,656.45
-116.58,47.56,808.05
-116.58,47.6,1030.78
-116.58,47.64,857.65
-116.58,47.68,793.33
-116.58,47.72,1094.59
-116.58,47.76,1103.14
-116.58,47.8,1403.29
-116.58,47.84,1003.28
-116.58,47.88,1095.96
-116.58,47.92,887.12
-116.58,47.96,711.07
-116.58,48,762.08
-116.58,48.04,787.87
-116.58,48.08,952.2
-116.58,48.12,894.98
-116.58,48.16,706.55
-116.58,48.2,678.29
-116.58,48.24,626.35
-116.58,48.28,633.56
-116.58,48.32,994.76
-116.58,48.36,1195.83
-116.58,48.4,1019.88
-116.58,48.44,1290.31
-116.58,48.48,911.32
-116.58,48.52,753.47
-116.58,48.56,1433.7
-116.58,48.6,1565.9
-116.58,48.64,1757.47
-116.58,48.68,1358.46
-116.58,48.72,1470.28
-116.58,48.76,1831.66
-116.58,48.8,1958
-116.54,44.84,1132.52
-116.54,44.88,1312.82
-116.54,44.92,1509.2
-116.54,44.96,1485.05
-116.54,45,1884.03
-116.54,45.04,1828.14
-116.54,45.08,1758.59
-116.54,45.12,1867.02
-116.54,45.16,2219.49
-116.54,45.2,2253.57
-116.54,45.24,2245.62
-116.54,45.28,2153.19
-116.54,45.32,2641.84
-116.54,45.36,1954.61
-116.54,45.4,1815.29
-116.54,45.44,951.5
-116.54,45.48,1059.4
-116.54,45.52,374.43
-116.54,45.56,592.33
-116.54,45.6,1333.89
-116.54,45.64,1243.35
-116.54,45.68,560.38
-116.54,45.72,431.34
-116.54,45.76,533.05
-116.54,45.8,536.25
-116.54,45.84,1130.76
-116.54,45.88,1477.5
-116.54,45.92,1466.95
-116.54,45.96,963.94
-116.54,46,1116.09
-116.54,46.04,1355.66
-116.54,46.08,1352.54
-116.54,46.12,1317.92
-116.54,46.16,1283.23
-116.54,46.2,1231.27
-116.54,46.24,1172.17
-116.54,46.28,1135.15
-116.54,46.32,1072.55
-116.54,46.36,1065.71
-116.54,46.4,998.98
-116.54,46.44,902.03
-116.54,46.48,563.63
-116.54,46.52,503.6
-116.54,46.56,608.83
-116.54,46.6,809.08
-116.54,46.64,615.07
-116.54,46.68,649.55
-116.54,46.72,843.03
-116.54,46.76,850.4
-116.54,46.8,890.77
-116.54,46.84,932.68
-116.54,46.88,997.34
-116.54,46.92,1082.63
-116.54,46.96,939.26
-116.54,47,979.29
-116.54,47.04,1396.19
-116.54,47.08,983.48
-116.54,47.12,1078.82
-116.54,47.16,1016.16
-116.54,47.2,777.99
-116.54,47.24,1192.25
-116.54,47.28,896.12
-116.54,47.32,730.27
-116.54,47.36,982.05
-116.54,47.4,1172.53
-116.54,47.44,814.02
-116.54,47.48,760.21
-116.54,47.52,650.33
-116.54,47.56,1144.46
-116.54,47.6,1053.17
-116.54,47.64,1001.46
-116.54,47.68,1070.56
-116.54,47.72,1278.27
-116.54,47.76,1174.48
-116.54,47.8,1158.47
-116.54,47.84,1086.96
-116.54,47.88,1447.15
-116.54,47.92,1229.21
-116.54,47.96,626.2
-116.54,48,1008.64
-116.54,48.04,972.67
-116.54,48.08,1045.65
-116.54,48.12,1021.49
-116.54,48.16,744.42
-116.54,48.2,672.48
-116.54,48.24,636.54
-116.54,48.28,626.44
-116.54,48.32,649.49
-116.54,48.36,655.26
-116.54,48.4,663.75
-116.54,48.44,710.3
-116.54,48.48,973.32
-116.54,48.52,1369.72
-116.54,48.56,1368.1
-116.54,48.6,1136.73
-116.54,48.64,1653.39
-116.54,48.68,1467.4
-116.54,48.72,1261.56
-116.54,48.76,1755.43
-116.54,48.8,1641.6
-116.5,44.84,1025.45
-116.5,44.88,1069.22
-116.5,44.92,1179.91
-116.5,44.96,1368.29
-116.5,45,1648.15
-116.5,45.04,1728.67
-116.5,45.08,1911.59
-116.5,45.12,1979.83
-116.5,45.16,2005.6
-116.5,45.2,2204.32
-116.5,45.24,2144.02
-116.5,45.28,1708.09
-116.5,45.32,1980.24
-116.5,45.36,2520.89
-116.5,45.4,1774.42
-116.5,45.44,1153.14
-116.5,45.48,1143.85
-116.5,45.52,1408.86
-116.5,45.56,535.36
-116.5,45.6,949.29
-116.5,45.64,566.85
-116.5,45.68,736.54
-116.5,45.72,1009.61
-116.5,45.76,826.66
-116.5,45.8,1393.81
-116.5,45.84,984
-116.5,45.88,1402.95
-116.5,45.92,1368.19
-116.5,45.96,912.88
-116.5,46,1157.8
-116.5,46.04,1347.85
-116.5,46.08,1336.03
-116.5,46.12,1259.54
-116.5,46.16,1259.51
-116.5,46.2,1229.7
-116.5,46.24,1163.59
-116.5,46.28,1130.86
-116.5,46.32,912.98
-116.5,46.36,1043.8
-116.5,46.4,1037.71
-116.5,46.44,907.02
-116.5,46.48,884.39
-116.5,46.52,722.33
-116.5,46.56,718.96
-116.5,46.6,871.67
-116.5,46.64,789.06
-116.5,46.68,843.34
-116.5,46.72,702.97
-116.5,46.76,833.23
-116.5,46.8,861.15
-116.5,46.84,872.81
-116.5,46.88,981.43
-116.5,46.92,1062.51
-116.5,46.96,990.76
-116.5,47,1133.83
-116.5,47.04,1187.73
-116.5,47.08,1281.26
-116.5,47.12,1075.39
-116.5,47.16,875.87
-116.5,47.2,919.05
-116.5,47.24,918.01
-116.5,47.28,939.56
-116.5,47.32,867.99
-116.5,47.36,1006.6
-116.5,47.4,1226.06
-116.5,47.44,1259.9
-116.5,47.48,1062.78
-116.5,47.52,727.15
-116.5,47.56,655.56
-116.5,47.6,809.36
-116.5,47.64,1203.38
-116.5,47.68,1411.79
-116.5,47.72,1231.5
-116.5,47.76,1124.25
-116.5,47.8,1042.08
-116.5,47.84,951.2
-116.5,47.88,1049.24
-116.5,47.92,1205.28
-116.5,47.96,626.23
-116.5,48,626.25
-116.5,48.04,626.13
-116.5,48.08,626
-116.5,48.12,1023.27
-116.5,48.16,768.09
-116.5,48.2,777.06
-116.5,48.24,1158.01
-116.5,48.28,626.44
-116.5,48.32,621.4
-116.5,48.36,670.79
-116.5,48.4,694.52
-116.5,48.44,702.83
-116.5,48.48,931.46
-116.5,48.52,1084.63
-116.5,48.56,1310.68
-116.5,48.6,1201.58
-116.5,48.64,1334.48
-116.5,48.68,1331.81
-116.5,48.72,1146.01
-116.5,48.76,1940.09
-116.5,48.8,1346.5
-116.46,44.84,1072.3
-116.46,44.88,1295.96
-116.46,44.92,1438.45
-116.46,44.96,1453.83
-116.46,45,1646.37
-116.46,45.04,1580.17
-116.46,45.08,1705.98
-116.46,45.12,2068.73
-116.46,45.16,2156.88
-116.46,45.2,1461.45
-116.46,45.24,1441.2
-116.46,45.28,2194.4
-116.46,45.32,1648.64
-116.46,45.36,1706.8
-116.46,45.4,2014.51
-116.46,45.44,1928.25
-116.46,45.48,1642.04
-116.46,45.52,1896.47
-116.46,45.56,997.75
-116.46,45.6,601.79
-116.46,45.64,523.05
-116.46,45.68,1252.93
-116.46,45.72,1471.59
-116.46,45.76,1220.58
-116.46,45.8,1336.56
-116.46,45.84,1358.81
-116.46,45.88,1381.63
-116.46,45.92,1034.93
-116.46,45.96,891.34
-116.46,46,1136.36
-116.46,46.04,1302.66
-116.46,46.08,1540.16
-116.46,46.12,1189.22
-116.46,46.16,1175.55
-116.46,46.2,1185.35
-116.46,46.24,1147.62
-116.46,46.28,1118.94
-116.46,46.32,1040.06
-116.46,46.36,1006.53
-116.46,46.4,987.22
-116.46,46.44,959.99
-116.46,46.48,818.41
-116.46,46.52,844.85
-116.46,46.56,895.56
-116.46,46.6,898.11
-116.46,46.64,869.34
-116.46,46.68,1042.24
-116.46,46.72,873.67
-116.46,46.76,918.39
-116.46,46.8,882.11
-116.46,46.84,894.89
-116.46,46.88,891.47
-116.46,46.92,942.37
-116.46,46.96,1072.84
-116.46,47,1196.2
-116.46,47.04,1140.94
-116.46,47.08,1218.49
-116.46,47.12,946.95
-116.46,47.16,859.01
-116.46,47.2,944.75
-116.46,47.24,974.48
-116.46,47.28,933.45
-116.46,47.32,942.35
-116.46,47.36,1021.87
-116.46,47.4,1625.32
-116.46,47.44,1095.63
-116.46,47.48,974.97
-116.46,47.52,871.91
-116.46,47.56,670.27
-116.46,47.6,822.03
-116.46,47.64,1119.79
-116.46,47.68,1549.29
-116.46,47.72,958.83
-116.46,47.76,1067.77
-116.46,47.8,1102.63
-116.46,47.84,1094.16
-116.46,47.88,1425.68
-116.46,47.92,924.52
-116.46,47.96,894.58
-116.46,48,626.23
-116.46,48.04,626.34
-116.46,48.08,626.14
-116.46,48.12,626.14
-116.46,48.16,932.24
-116.46,48.2,772.44
-116.46,48.24,741.37
-116.46,48.28,626.29
-116.46,48.32,660.66
-116.46,48.36,666.58
-116.46,48.4,643.2
-116.46,48.44,663.35
-116.46,48.48,683.7
-116.46,48.52,640.42
-116.46,48.56,689.32
-116.46,48.6,888.59
-116.46,48.64,1245.47
-116.46,48.68,1010.32
-116.46,48.72,1009.53
-116.46,48.76,1667.43
-116.46,48.8,1237.3
-116.42,44.84,1036.66
-116.42,44.88,1310.5
-116.42,44.92,1570.24
-116.42,44.96,1531.51
-116.42,45,1305.65
-116.42,45.04,1380.53
-116.42,45.08,1419.35
-116.42,45.12,1587.12
-116.42,45.16,1638.83
-116.42,45.2,1992.43
-116.42,45.24,1594.11
-116.42,45.28,1016.51
-116.42,45.32,965.96
-116.42,45.36,1052.69
-116.42,45.4,1424.43
-116.42,45.44,1274.52
-116.42,45.48,1950.97
-116.42,45.52,1826.43
-116.42,45.56,1528.35
-116.42,45.6,1302.1
-116.42,45.64,1221.54
-116.42,45.68,1328.16
-116.42,45.72,1605.34
-116.42,45.76,1441.25
-116.42,45.8,1220.59
-116.42,45.84,1015.22
-116.42,45.88,696.24
-116.42,45.92,655.07
-116.42,45.96,975.02
-116.42,46,1234.3
-116.42,46.04,1271.46
-116.42,46.08,1336.63
-116.42,46.12,1270.55
-116.42,46.16,1171.65
-116.42,46.2,1092.54
-116.42,46.24,1119.23
-116.42,46.28,1086.76
-116.42,46.32,1020.39
-116.42,46.36,877.69
-116.42,46.4,923.28
-116.42,46.44,800.47
-116.42,46.48,470.8
-116.42,46.52,835.06
-116.42,46.56,914.96
-116.42,46.6,942.71
-116.42,46.64,867.31
-116.42,46.68,961.21
-116.42,46.72,947.59
-116.42,46.76,1112.51
-116.42,46.8,851.08
-116.42,46.84,922.59
-116.42,46.88,904.5
-116.42,46.92,895.42
-116.42,46.96,1056.56
-116.42,47,1070.64
-116.42,47.04,1417.14
-116.42,47.08,870.36
-116.42,47.12,861.7
-116.42,47.16,854.04
-116.42,47.2,1042.63
-116.42,47.24,1091.76
-116.42,47.28,934.93
-116.42,47.32,982.67
-116.42,47.36,1501.15
-116.42,47.4,1546.23
-116.42,47.44,1252.17
-116.42,47.48,1072.86
-116.42,47.52,974.67
-116.42,47.56,652.19
-116.42,47.6,898.5
-116.42,47.64,1138.09
-116.42,47.68,964.15
-116.42,47.72,1328.31
-116.42,47.76,1085.6
-116.42,47.8,1240.91
-116.42,47.84,1488.15
-116.42,47.88,1184.85
-116.42,47.92,1223.73
-116.42,47.96,967.59
-116.42,48,1006.46
-116.42,48.04,1128.57
-116.42,48.08,794.81
-116.42,48.12,626.04
-116.42,48.16,626.17
-116.42,48.2,698.67
-116.42,48.24,755.09
-116.42,48.28,626.29
-116.42,48.32,677.47
-116.42,48.36,664.95
-116.42,48.4,670.68
-116.42,48.44,778.83
-116.42,48.48,842.78
-116.42,48.52,820.95
-116.42,48.56,651.7
-116.42,48.6,752.91
-116.42,48.64,1006.21
-116.42,48.68,886.54
-116.42,48.72,660.31
-116.42,48.76,634.37
-116.42,48.8,851.18
-116.38,44.84,1217.59
-116.38,44.88,1195.21
-116.38,44.92,1280.42
-116.38,44.96,1344.02
-116.38,45,1392.37
-116.38,45.04,1419.13
-116.38,45.08,1593.27
-116.38,45.12,1511.27
-116.38,45.16,1390.99
-116.38,45.2,1596.29
-116.38,45.24,1859.55
-116.38,45.28,1285.32
-116.38,45.32,1098.03
-116.38,45.36,927.16
-116.38,45.4,1385.31
-116.38,45.44,864.11
-116.38,45.48,1238.91
-116.38,45.52,1483.15
-116.38,45.56,1399.25
-116.38,45.6,1382.08
-116.38,45.64,1642.85
-116.38,45.68,948.28
-116.38,45.72,1405.37
-116.38,45.76,1309.66
-116.38,45.8,1427.61
-116.38,45.84,1297.91
-116.38,45.88,880.18
-116.38,45.92,879.79
-116.38,45.96,1065.91
-116.38,46,1004.6
-116.38,46.04,1144.66
-116.38,46.08,1182.35
-116.38,46.12,1137.72
-116.38,46.16,1124.4
-116.38,46.2,1090.44
-116.38,46.24,1085.8
-116.38,46.28,1049.95
-116.38,46.32,1008.57
-116.38,46.36,910.34
-116.38,46.4,903.93
-116.38,46.44,893.07
-116.38,46.48,794.13
-116.38,46.52,696.08
-116.38,46.56,935.55
-116.38,46.6,1081.11
-116.38,46.64,1006.53
-116.38,46.68,907.98
-116.38,46.72,1099.83
-116.38,46.76,946.28
-116.38,46.8,922.39
-116.38,46.84,944.16
-116.38,46.88,975.28
-116.38,46.92,950.2
-116.38,46.96,1096.13
-116.38,47,997.47
-116.38,47.04,922.32
-116.38,47.08,863.7
-116.38,47.12,865.77
-116.38,47.16,1059.99
-116.38,47.2,1032.86
-116.38,47.24,1177.76
-116.38,47.28,986.2
-116.38,47.32,652.04
-116.38,47.36,1435.99
-116.38,47.4,1513.87
-116.38,47.44,1817.27
-116.38,47.48,1504.77
-116.38,47.52,689.7
-116.38,47.56,656.66
-116.38,47.6,805.51
-116.38,47.64,933.71
-116.38,47.68,1228.81
-116.38,47.72,943.47
-116.38,47.76,1363.73
-116.38,47.8,1314.49
-116.38,47.84,1221.19
-116.38,47.88,1135.21
-116.38,47.92,1275.16
-116.38,47.96,1159.5
-116.38,48,1175.43
-116.38,48.04,1532.2
-116.38,48.08,909.06
-116.38,48.12,1183.23
-116.38,48.16,626.3
-116.38,48.2,626.35
-116.38,48.24,653.55
-116.38,48.28,626.21
-116.38,48.32,629.47
-116.38,48.36,979.88
-116.38,48.4,836.72
-116.38,48.44,835.94
-116.38,48.48,977.09
-116.38,48.52,1303.1
-116.38,48.56,812
-116.38,48.6,626.92
-116.38,48.64,593.35
-116.38,48.68,535.72
-116.38,48.72,535.21
-116.38,48.76,537.36
-116.38,48.8,531.73
-116.34,44.84,1621.36
-116.34,44.88,1588.25
-116.34,44.92,1577.39
-116.34,44.96,1443.5
-116.34,45,1247.61
-116.34,45.04,1264.83
-116.34,45.08,1413.07
-116.34,45.12,1183.19
-116.34,45.16,1414.84
-116.34,45.2,1268.48
-116.34,45.24,1053.56
-116.34,45.28,935.43
-116.34,45.32,1019.74
-116.34,45.36,1169.49
-116.34,45.4,832.89
-116.34,45.44,761.36
-116.34,45.48,1243.58
-116.34,45.52,1057.11
-116.34,45.56,1282.27
-116.34,45.6,1179.92
-116.34,45.64,1309.29
-116.34,45.68,919.32
-116.34,45.72,730.33
-116.34,45.76,650.76
-116.34,45.8,1049.69
-116.34,45.84,1339.85
-116.34,45.88,751.57
-116.34,45.92,1050.54
-116.34,45.96,983.23
-116.34,46,1022.09
-116.34,46.04,1068.99
-116.34,46.08,1060.34
-116.34,46.12,1110.4
-116.34,46.16,1035.93
-116.34,46.2,1067.06
-116.34,46.24,1063.66
-116.34,46.28,1024.27
-116.34,46.32,999.67
-116.34,46.36,733.71
-116.34,46.4,928.59
-116.34,46.44,866.64
-116.34,46.48,892.79
-116.34,46.52,845.82
-116.34,46.56,903.79
-116.34,46.6,945.67
-116.34,46.64,930.39
-116.34,46.68,1071.75
-116.34,46.72,942.04
-116.34,46.76,969.44
-116.34,46.8,1006.67
-116.34,46.84,1007.89
-116.34,46.88,1004.34
-116.34,46.92,1065.23
-116.34,46.96,1022.7
-116.34,47,1003.71
-116.34,47.04,870.56
-116.34,47.08,834.72
-116.34,47.12,1065.77
-116.34,47.16,1169.5
-116.34,47.2,1466.3
-116.34,47.24,1005.6
-116.34,47.28,913.84
-116.34,47.32,650.67
-116.34,47.36,1294.13
-116.34,47.4,1292.53
-116.34,47.44,1619.11
-116.34,47.48,1710.03
-116.34,47.52,785.5
-116.34,47.56,775.07
-116.34,47.6,1151
-116.34,47.64,904.34
-116.34,47.68,1225.24
-116.34,47.72,1106.78
-116.34,47.76,1000.61
-116.34,47.8,1153.04
-116.34,47.84,1031.95
-116.34,47.88,1348.17
-116.34,47.92,1233.59
-116.34,47.96,1316.08
-116.34,48,1555.65
-116.34,48.04,1439.51
-116.34,48.08,994.16
-116.34,48.12,1103.34
-116.34,48.16,626.21
-116.34,48.2,626.26
-116.34,48.24,626.41
-116.34,48.28,764.05
-116.34,48.32,1042.04
-116.34,48.36,926.99
-116.34,48.4,908.31
-116.34,48.44,953.82
-116.34,48.48,966.03
-116.34,48.52,1150.76
-116.34,48.56,953.05
-116.34,48.6,749.64
-116.34,48.64,649.56
-116.34,48.68,537.01
-116.34,48.72,677.23
-116.34,48.76,680.3
-116.34,48.8,674.99
-116.3,44.84,1827.46
-116.3,44.88,1638.28
-116.3,44.92,1242.96
-116.3,44.96,1182.6
-116.3,45,1208.65
-116.3,45.04,1227.1
-116.3,45.08,1207.37
-116.3,45.12,1191.08
-116.3,45.16,1018.01
-116.3,45.2,1160.56
-116.3,45.24,1396.85
-116.3,45.28,1647.47
-116.3,45.32,1828.69
-116.3,45.36,2020.31
-116.3,45.4,1405.93
-116.3,45.44,1148.83
-116.3,45.48,728.38
-116.3,45.52,666.73
-116.3,45.56,480.91
-116.3,45.6,713.86
-116.3,45.64,703.79
-116.3,45.68,671.67
-116.3,45.72,532.88
-116.3,45.76,488.3
-116.3,45.8,969.06
-116.3,45.84,460.35
-116.3,45.88,936.79
-116.3,45.92,1052.25
-116.3,45.96,1020.56
-116.3,46,994.61
-116.3,46.04,1009.65
-116.3,46.08,996.06
-116.3,46.12,1118.92
-116.3,46.16,1000.62
-116.3,46.2,1032
-116.3,46.24,1026.41
-116.3,46.28,979.4
-116.3,46.32,976.8
-116.3,46.36,773.39
-116.3,46.4,892.55
-116.3,46.44,905.66
-116.3,46.48,690.86
-116.3,46.52,528.24
-116.3,46.56,757.81
-116.3,46.6,534.06
-116.3,46.64,875.08
-116.3,46.68,1046.66
-116.3,46.72,788.4
-116.3,46.76,924.98
-116.3,46.8,979.83
-116.3,46.84,1195.6
-116.3,46.88,1049.49
-116.3,46.92,1218.93
-116.3,46.96,944.51
-116.3,47,948.78
-116.3,47.04,864.7
-116.3,47.08,1024.83
-116.3,47.12,1081.15
-116.3,47.16,1293.67
-116.3,47.2,1363.34
-116.3,47.24,1101.7
-116.3,47.28,962.17
-116.3,47.32,657.87
-116.3,47.36,914.12
-116.3,47.4,1284.21
-116.3,47.44,1432.02
-116.3,47.48,1169.35
-116.3,47.52,1058.96
-116.3,47.56,803.77
-116.3,47.6,951.41
-116.3,47.64,800.14
-116.3,47.68,1255.37
-116.3,47.72,1144.5
-116.3,47.76,1166.71
-116.3,47.8,1095.03
-116.3,47.84,1037.19
-116.3,47.88,1277.26
-116.3,47.92,1051.86
-116.3,47.96,1222.98
-116.3,48,1441.5
-116.3,48.04,1567.24
-116.3,48.08,1201.64
-116.3,48.12,943.04
-116.3,48.16,626.2
-116.3,48.2,626.31
-116.3,48.24,631.28
-116.3,48.28,1144.9
-116.3,48.32,1374.24
-116.3,48.36,906.49
-116.3,48.4,795.33
-116.3,48.44,1071.2
-116.3,48.48,1368.34
-116.3,48.52,1264.77
-116.3,48.56,1291.86
-116.3,48.6,1197.62
-116.3,48.64,688.86
-116.3,48.68,704.16
-116.3,48.72,703.38
-116.3,48.76,710
-116.3,48.8,708.09
-116.26,44.84,1941.46
-116.26,44.88,1568.31
-116.26,44.92,1280.92
-116.26,44.96,1195.14
-116.26,45,1188.08
-116.26,45.04,1205.43
-116.26,45.08,1722.04
-116.26,45.12,1821.28
-116.26,45.16,1448.91
-116.26,45.2,1183.91
-116.26,45.24,1889.96
-116.26,45.28,1989.76
-116.26,45.32,2356.76
-116.26,45.36,1624.51
-116.26,45.4,1378.04
-116.26,45.44,1074.3
-116.26,45.48,1512.33
-116.26,45.52,1783.31
-116.26,45.56,1220
-116.26,45.6,748.27
-116.26,45.64,526.04
-116.26,45.68,730.75
-116.26,45.72,965.57
-116.26,45.76,810.78
-116.26,45.8,757.43
-116.26,45.84,1357.32
-116.26,45.88,1125.15
-116.26,45.92,989.7
-116.26,45.96,996.37
-116.26,46,989.1
-116.26,46.04,994.51
-116.26,46.08,1012.74
-116.26,46.12,994.39
-116.26,46.16,990.63
-116.26,46.2,1033.51
-116.26,46.24,987.17
-116.26,46.28,960.17
-116.26,46.32,938.48
-116.26,46.36,918.35
-116.26,46.4,925.66
-116.26,46.44,921.64
-116.26,46.48,303.78
-116.26,46.52,794.49
-116.26,46.56,522.2
-116.26,46.6,843.44
-116.26,46.64,556.34
-116.26,46.68,976.21
-116.26,46.72,643.45
-116.26,46.76,975.12
-116.26,46.8,952.43
-116.26,46.84,1245.93
-116.26,46.88,1051.28
-116.26,46.92,1319.27
-116.26,46.96,985.33
-116.26,47,863.46
-116.26,47.04,992.27
-116.26,47.08,1481.19
-116.26,47.12,1364.41
-116.26,47.16,1167.78
-116.26,47.2,1128.76
-116.26,47.24,881.38
-116.26,47.28,696.09
-116.26,47.32,931.77
-116.26,47.36,1177.1
-116.26,47.4,1284.4
-116.26,47.44,969.17
-116.26,47.48,820.48
-116.26,47.52,905.6
-116.26,47.56,667.83
-116.26,47.6,824.21
-116.26,47.64,935
-116.26,47.68,1005.69
-116.26,47.72,1168.63
-116.26,47.76,1239.97
-116.26,47.8,1169.14
-116.26,47.84,959.75
-116.26,47.88,1198.05
-116.26,47.92,940.05
-116.26,47.96,1229.57
-116.26,48,1378.64
-116.26,48.04,1237.36
-116.26,48.08,1372.9
-116.26,48.12,1156.65
-116.26,48.16,626.39
-116.26,48.2,654.1
-116.26,48.24,956.32
-116.26,48.28,1543.33
-116.26,48.32,1425.86
-116.26,48.36,1211.37
-116.26,48.4,992.74
-116.26,48.44,1076.87
-116.26,48.48,1257.54
-116.26,48.52,1521.72
-116.26,48.56,1342.09
-116.26,48.6,1485.26
-116.26,48.64,720.26
-116.26,48.68,692.88
-116.26,48.72,636.51
-116.26,48.76,884.68
-116.26,48.8,992.9
-116.22,44.84,1448.29
-116.22,44.88,1474.88
-116.22,44.92,1387.31
-116.22,44.96,1253.98
-116.22,45,1382.92
-116.22,45.04,1629.56
-116.22,45.08,1983.31
-116.22,45.12,1869.06
-116.22,45.16,2054.93
-116.22,45.2,1870.66
-116.22,45.24,2219.88
-116.22,45.28,2269.86
-116.22,45.32,2216.08
-116.22,45.36,1098.52
-116.22,45.4,540.01
-116.22,45.44,1480.22
-116.22,45.48,1994.66
-116.22,45.52,1990.35
-116.22,45.56,1142.81
-116.22,45.6,1314.49
-116.22,45.64,792.59
-116.22,45.68,1105.22
-116.22,45.72,887.95
-116.22,45.76,1120.6
-116.22,45.8,963.17
-116.22,45.84,1092
-116.22,45.88,1055.19
-116.22,45.92,994.27
-116.22,45.96,1002.28
-116.22,46,978.15
-116.22,46.04,927.62
-116.22,46.08,970.19
-116.22,46.12,940.1
-116.22,46.16,801.14
-116.22,46.2,1007.4
-116.22,46.24,992.4
-116.22,46.28,951.39
-116.22,46.32,942.9
-116.22,46.36,926.79
-116.22,46.4,928.74
-116.22,46.44,495.64
-116.22,46.48,534.81
-116.22,46.52,907.25
-116.22,46.56,501.82
-116.22,46.6,749.4
-116.22,46.64,509.08
-116.22,46.68,764.96
-116.22,46.72,919.24
-116.22,46.76,939.16
-116.22,46.8,1043.63
-116.22,46.84,1263.43
-116.22,46.88,1185.43
-116.22,46.92,1383.69
-116.22,46.96,960.55
-116.22,47,883.8
-116.22,47.04,949.57
-116.22,47.08,1229.88
-116.22,47.12,1533.83
-116.22,47.16,1402.33
-116.22,47.2,1034.41
-116.22,47.24,1051.35
-116.22,47.28,796.67
-116.22,47.32,1044.1
-116.22,47.36,1233.1
-116.22,47.4,1349.57
-116.22,47.44,1142.85
-116.22,47.48,887.64
-116.22,47.52,874.94
-116.22,47.56,852.01
-116.22,47.6,782.49
-116.22,47.64,1089.71
-116.22,47.68,1288.2
-116.22,47.72,831.13
-116.22,47.76,1045.86
-116.22,47.8,1201.32
-116.22,47.84,1218.31
-116.22,47.88,1012.41
-116.22,47.92,1145.37
